"Toll Brothers - Space Statistics"
"User","apiselli@tollbrothers.com"
"Last refreshed","2025-03-11"
"Timeframe","Lifetime"

"Space name","Space Details URL","Parent folder name","Internal ID","Presented By","Contact name","Address","Public status","Deleted status","Created Date","Impressions","Visits","Unique Visitors"
"Welsley Cascade","https://my.matterport.com/models/8KR9eKzsoJ3","QMI - Unstaged Homes","Welsley 3WM, The Oaks North - Countryside 4474","Toll Brothers","","5351 W Maggio Dr, Meridian, ID, 83646, US","Public","Not Deleted","2023-05-27","56","44","29"
"Fairbanks Modern - Lakeview Estates Model","https://my.matterport.com/models/8xDhJJmCgZS","Model Homes","Toll Brothers at Lakeview Estates- 8436, Fairbanks-59R","Toll Brothers","","4521 N Solstice Dr, Lehi, UT, 84043, US","Public","Not Deleted","2023-07-17","7786","5259","3113"
"Artisan 3D Walkthrough","https://my.matterport.com/models/8xtsYfNqfQV","QMI - Unstaged Homes","Artisan 1YN, Pomona - Executive 6777","Toll Brothers","","2519 Orange Pastures Ln, Manvel, TX, 77578, US","Public","Not Deleted","2023-07-02","5850","3940","2678"
"Rachel Cascade 40","https://my.matterport.com/models/8yLjXQSMs8p","QMI - Unstaged Homes","Rachel 8SR, Passero Ridge Juniper 7852","Toll Brothers","","Cooper Sunrise Drive, Caldwell, ID, 83686, US","Public","Not Deleted","2024-11-19","521","439","296"
" Riverport Newhaven Model Home","https://my.matterport.com/models/8YVdsiEL7HM","Model Homes","Riverport 8CF, Forestville Village - Cypress 8373","Toll Brothers","","915 Parkfront Dr., Knightdale, NC, 27545, US","Public","Not Deleted","2024-06-26","1118","645","460"
"Magenta Desert Territorial Ranch","https://my.matterport.com/models/97FySN38ep2","Model Homes","Magenta 7BM, Regency at Desert Color - Springdale 7665","Toll Brothers","","5637 Agave Peak Ln, St. George, UT, 84790, US","Public","Not Deleted","2023-08-24","1833","1109","826"
"Reed Cascade 121","https://my.matterport.com/models/9A2rQgFsSkr","QMI - Unstaged Homes","Reed 3WS, Meadows at West Highlands - Juniper 7366","Toll Brothers","","2109 North Gelding Court, Middleton, ID, 83644, US","Public","Not Deleted","2024-09-17","169","100","75"
"24158 W Corte Ala HS 10","https://my.matterport.com/models/9adB7xdZM4r","Waiting for Rep Review","","Toll Brothers","","24158 W Corte Ala HS 10, Valencia, CA, 91354, US","Public","Not Deleted","2025-02-15","3","2","1"
"Fraiser California Craftsman","https://my.matterport.com/models/9f9dzpbrmgb","QMI - Unstaged Homes","Fraiser 6T9, Cresta Del Sol - Woodland 7869","Toll Brothers","","9516 W Gladiola Ct, Star, ID, 83669, US","Public","Not Deleted","2023-08-01","212","137","98"
"The Rockwell - C-Line Residences VACANT","https://my.matterport.com/models/9fPUZvCrJCg","The Rockwell","3C 3C, The Rockwell 8716","Toll Brothers City Living","","218 W 103rd St, New York, NY, 10025, US","Public","Not Deleted","2023-11-02","43","40","26"
"Lathrop Home Design | Modern","https://my.matterport.com/models/9GZR1kyathH","Model Homes","Lathrop 5J9, Montaine - Point Collection 6641","Toll Brothers","","493 Coal Bank Trl, Castle Rock, CO, 80104, US","Public","Not Deleted","2024-02-23","5388","3320","1917"
"Residence Four Prairie","https://my.matterport.com/models/9kKTaPpLxzt","Model Homes","Residence Four 083, Valle Norte 7168","Toll Brothers","","2121 W Sonoran Desert Dr, Phoenix, AZ, 85085, US","Public","Not Deleted","2024-11-05","1072","736","607"
"Allatoona Elite Home Design","https://my.matterport.com/models/9rbt7dZqtQv","Model Homes","Allatoona Elite 7UD, Vista Ridge - Meadows Collection 7886","Toll Brothers","","214 Mooney Rd, Woodstock, GA, 30188, US","Public","Not Deleted","2024-09-12","1461","965","585"
"Ridge Home Design","https://my.matterport.com/models/9RZ6AZnCcKK","Model Homes","Ridge 7YR, Regency at Esperanza - Zambra Collection 7933","Toll Brothers","","119 Miraval, Boerne, TX, 78006, US","Public","Not Deleted","2024-02-05","1987","1406","967"
"3942 Grapeseed Drive","https://my.matterport.com/models/9v2E85otvKX","To be edited","","Toll Brothers","","3942 Grapeseed Drive, Frisco, TX, 75033, US","Public","Not Deleted","2023-10-12","5","4","3"
"Brant - Representative","https://my.matterport.com/models/9ZZLKpCSJBr","Model Homes","Brant 8JB, Parc Vista by Toll Brothers 8341","Toll Brothers","","Eight Mile Rd & Garfield Rd, Township of Northville, MI 48167, United States","Public","Not Deleted","2023-11-02","6111","3058","2141"
"Blaire California Craftsman","https://my.matterport.com/models/A2z86vwiYkx","QMI - Unstaged Homes","Blaire 6B4, Silver Star - Garden 7645","Toll Brothers","","4862 E Broadwater Dr, Nampa, ID, 83687, US","Public","Not Deleted","2023-08-31","293","189","119"
"Rhett Modern Farmhouse 28","https://my.matterport.com/models/a33YAnusXDX","QMI - Unstaged Homes","Rhett 7U1, Regency at Milestone Ranch - Grove","Toll Brothers","","2122 North Milestone Way, Star, ID, 83669, US","Public","Not Deleted","2024-08-17","957","527","450"
"Wistman Modern Farmhouse","https://my.matterport.com/models/a4iQddgbGoP","Model Homes","Wistman 8TJ, Parkside Village - The Hawthorn Collection 8825","Toll Brothers","","41541 Dogwood Park Cir, Aldie, VA, 20105, US","Public","Not Deleted","2025-02-18","214","185","122"
"The Ridge - Home Site 240 - Conti","https://my.matterport.com/models/ACbfGtGsZsM","HUB Unstaged Homes","Porter 59W, The Ridge by Toll Brothers - Overlook 6782","Toll Brothers","","846 South Finley Circle, North Salt Lake UT 84054","Public","Not Deleted","2024-01-23","7","7","4"
"Friberg Prairie 312 | Lakeview Estates","https://my.matterport.com/models/AcxSQaRU6Ea","QMI - Unstaged Homes","Friberg 59Q, Toll Brothers at Lakeview Estates - 8436","Toll Brothers","","1231 W Autumn View Dr., Lehi, UT, 84043, US","Public","Not Deleted","2024-07-18","758","518","396"
"Mill Creek Forest - Fitness Room","https://my.matterport.com/models/aE76Jhq5xMW","Archived","Mill Creek Forest 6657","Toll Brothers","","205 Gap Creek Drive, Saint Johns, FL, 32259, US","Not Public","Not Deleted","2024-04-15","1","1","1"
"Olivia Contemporary Craftsman","https://my.matterport.com/models/aeehYDHakoa","QMI - Staged Homes","Olivia 6B3, Silver Star Garden 7645","Toll Brothers","","4890 E Broadwater Dr, Nampa, ID, 83687, US","Public","Not Deleted","2023-12-07","70","48","35"
"Elliot Cascade 9","https://my.matterport.com/models/AEP5qtskqHv","QMI - Unstaged Homes","Elliot 3W2, Paloma Ridge - Juniper 7637","Toll Brothers","","8333 S Updale Ave, Meridian, ID, 83642, US","Public","Not Deleted","2024-01-23","263","162","122"
"Blaire Prairie - Meadows at West Highland","https://my.matterport.com/models/afXMM3mDkem","QMI - Unstaged Homes","Blaire 6B4, Meadows at West Highlands - Garden 4731","Toll Brothers","","1801 W Concha St, Middleton, ID, 83644, US","Public","Not Deleted","2023-10-23","301","190","130"
"Residence Eight Prairie","https://my.matterport.com/models/aH1vFAXXMwL","Model Homes","Residence Eight 088, Valle Norte 7168","Toll Brothers","","2121 W Sonoran Desert Dr, Phoenix, AZ, 85085, US","Public","Not Deleted","2024-11-05","439","307","250"
"3814 Grapeseed Drive","https://my.matterport.com/models/Aixok6aVWzX","To be edited","","Toll Brothers","","3814 Grapeseed Drive, Frisco, TX, 75033, US","Not Public","Not Deleted","2023-10-14","0","0","0"
"Eva Cascade Model Home","https://my.matterport.com/models/aj443KSoX45","Model Homes","Eva 7QT, Regency at Milestone Ranch - Orchard 7834","Toll Brothers","","8704 W Sugar Hl, St, Star, ID, 83669, US","Public","Not Deleted","2024-05-01","2815","1592","1115"
"Tahoma Modern Farmhouse Model Home","https://my.matterport.com/models/akQp2uEunLV","Model Homes","Tahoma 7FE, The Pines at Sugar Creek - Excursion 7719","Toll Brothers","","1206 Pinecone Avenue, Indian Land, SC, 29709, US","Public","Not Deleted","2024-07-01","2696","1983","1360"
"Antioch","https://my.matterport.com/models/aKRkZzccD62","Model Homes","Antioch 7YD, Vista Ridge - Highlands 7888","Toll Brothers","","760 Keystone Dr, Woodstock, GA, 30188, US","Public","Not Deleted","2024-04-29","16824","10434","6751"
"Connor Modern Farmhouse 38","https://my.matterport.com/models/AkYUxM3nB3K","QMI - Unstaged Homes","Connor 8SN, Passero Ridge Juniper 7852","Toll Brothers","","Pine Knoll Street, Caldwell, ID, 83686, US","Public","Not Deleted","2024-11-25","249","183","133"
"Regency At Esperanza - Hacienda Clubhouse","https://my.matterport.com/models/ALGnFsQkFTT","Waiting for Rep Review","","Toll Brothers","","130 Navarro, Bourne, TX, 78006, US","Public","Not Deleted","2025-02-18","17","11","7"
"Camas Prairie 39","https://my.matterport.com/models/AMeVpndipba","QMI - Unstaged Homes","Camas 91F, Pradera Brookside 8163","Toll Brothers","","5517 Sparky Avenue, Caldwell, ID, 83607, US","Public","Not Deleted","2025-02-05","3","3","3"
"Eva Modern Farmhouse - Milestone Ranch","https://my.matterport.com/models/AmjbS2Bk5ve","Waiting for Rep Review","","Toll Brothers","","2302 North Leatherwood Place, Star, ID, 83669, US","Public","Not Deleted","2025-02-16","2","2","2"
"Santi Elite | Homesite 38","https://my.matterport.com/models/aMTkCqPusr2","HUB Unstaged Homes","","Toll Brothers","","20422 Marlow Ln, Porter Ranch, CA, 91326, US","Public","Not Deleted","2023-08-18","25","22","20"
"Kentley Modern Farmhouse 33","https://my.matterport.com/models/aNeh4C2t71b","QMI - Unstaged Homes","Kentley 7GB, Toll Brothers at Collina Vista - Riverbend 7710","Toll Brothers","","3442 North Hosta Avenue, Star, ID, 83669, US","Public","Not Deleted","2024-07-18","474","293","238"
"Flora Transitional - Regency at Waterset","https://my.matterport.com/models/Anpuoy15ayx","Model Homes","Flora 6DD, Regency at Waterset - Wren Collection 8446","Toll Brothers","","5561 Freestone Cir, Apollo Beach, FL, 33572, US","Public","Not Deleted","2024-04-09","2933","1815","1295"
"Sonoran Trails | Kartchner Model","https://my.matterport.com/models/AqZbLmLqHSY","To be edited","","Toll Brothers","","5921 E Silver Sage Ln, Cave Creek AZ 85331","Not Public","Not Deleted","2024-03-18","0","0","0"
"Solstice At Wellen Park Amenity Center","https://my.matterport.com/models/aSzJnRaoQ3o","Amenities","Solstice at Wellen Park-7534, Amenity Center","Toll Brothers","","12657 Pinnacle Ln., Venice, FL,, US","Public","Not Deleted","2024-02-01","2209","1216","785"
"Hosford Farms Terra Kruse Farmhouse 5","https://my.matterport.com/models/Aw7mbYiA4gE","Waiting for Rep Review","","Toll Brothers","","","Public","Not Deleted","2024-01-10","11","9","6"
"Satinwood","https://my.matterport.com/models/Ay4hFykQfS4","Model Homes","Satinwood 88X, Toll Brothers at Ascension - Ridgeline 8035","Toll Brothers","","10848 Vista Altura Ave, Las Vegas, NV, 89135, US","Public","Not Deleted","2024-03-14","4092","2669","1626"
"Seascape Elite Coastal Contemporary | Homesite 29","https://my.matterport.com/models/bBptVGdFJMJ","QMI - Unstaged Homes","Seascape Elite 6W7, Westridge at Metro Heights 6625","Toll Brothers","","28 Primrose Ct, Montebello, CA, 90640, US","Public","Not Deleted","2023-06-15","1961","1384","829"
"Olivia Cascade - Meadows at west highland","https://my.matterport.com/models/BCwDg63jQXB","Waiting for Rep Review","","","","2134 N Gelding Ct, Middleton, ID, 83644, US","Public","Not Deleted","2024-05-13","13","10","9"
"Oakridge w/ Loft Traditional","https://my.matterport.com/models/bDduLpg2PCH","Model Homes","Oakridge with Loft 79L,  Westshore - Towns 7737","Toll Brothers","","1248 Windmill Pkwy, Cumming, GA, 30041, US","Public","Not Deleted","2023-08-11","11605","7369","5312"
"Silverleaf Desert Territorial Ranch","https://my.matterport.com/models/BDgL3QWqzFa","Model Homes","Silverleaf 7BS, Regency at Desert Color - River Edge7666","Toll Brothers","","5637 Agave Peak Ln, St. George, UT, 84790, US","Public","Not Deleted","2023-05-19","597","433","273"
"Lightner Modern Farmhouse","https://my.matterport.com/models/BEmbRPw9Qsa","Model Homes","Lightner 8XZ, Newbrook at Silverleaf - Towns 8636","Toll Brothers","","27 Bedford Terrace, St. Augustine, FL, 32092, US","Public","Not Deleted","2024-10-01","869","596","443"
"Chelser Home Design - Home Site 4","https://my.matterport.com/models/Bg5AQHXarCJ","HUB Unstaged Homes","Chelser 8CR, Sycamore Glen by Toll Brothers - Acer 7898","Toll Brothers","edley","1642 Laurel Chase Dr, Riverton, UT, 84065, US","Public","Not Deleted","2024-02-15","3","3","2"
"Forest Prairie 51","https://my.matterport.com/models/bGKuX1MpPj6","QMI - Unstaged Homes","Forest 8SU, Toll Brothers at Collina Vista Willow 7709","Toll Brothers","","11114 West Gladiola Street, Star, ID, 83669, US","Public","Not Deleted","2024-12-27","134","131","114"
"Rubino Modern Farmhouse","https://my.matterport.com/models/bGtZ8rViY76","Model Homes","Rubino 7GQ, Elkhorn Grove Sentinel 8016","Toll Brothers","","5819 Kings Blf Ave, Las Vegas, NV, 89131, US","Public","Not Deleted","2023-09-15","18782","10453","7070"
"Amalia Desert Spanish Mission","https://my.matterport.com/models/bgUtwYnmxxF","Model Homes","Amalia 7BP, Regency at Desert Color - River Edge 7666","Toll Brothers","","5637 Agave Peak Ln, St. George, UT, 84790, US","Public","Not Deleted","2023-08-24","1376","835","595"
"The Alki","https://my.matterport.com/models/bk1y7VJ9HZn","Model Homes","Alki 6KW, Woodgate 6826","Toll Brothers","","1733 244th Pl NE, Sammamish, WA, 98074, US","Public","Not Deleted","2023-10-12","7054","4118","2765"
"The Osprey","https://my.matterport.com/models/bkCMFvAQjRL","Model Homes","Osprey 7EH, Shores at RiverTown- Atlantic  7728","Toll Brothers","","47 Noble Oak Dr, St Johns, FL, 32259, US","Public","Not Deleted","2023-05-12","6571","4090","2577"
"Bentley Modern Prairie Home Site 37","https://my.matterport.com/models/bkkbtyCp9Gc","QMI - Unstaged Homes","Bentley 6PH, Regency at Stonebrook Windsong Collection 7619","Toll Brothers","","7516 Misty Spgs Dr, Sparks, NV, 89441, US","Public","Not Deleted","2023-12-20","667","421","337"
"Rockbridge Newhaven Model Home","https://my.matterport.com/models/Bm2eCzuH5se","Model Homes","Rockbridge 8CG, Forestville Village - Cypress 8373","Toll Brothers","","917 Parkfront Dr., Knightdale, NC, 27545, US","Public","Not Deleted","2024-06-26","1123","673","486"
"Bannock Modern Cottage Home Design","https://my.matterport.com/models/bmz22raBcQB","Model Homes","Bannock 91H, Pradera - Brookside 8163","Toll Brothers","","5519 Juliet Rose Avenue, Caldwell, ID, 83607, US","Public","Not Deleted","2024-10-09","800","575","350"
"Outlook Elite Transitional | Homesite 27","https://my.matterport.com/models/BqsV6ChCLN7","QMI - Unstaged Homes","Outlook Elite 6W5, at Metro Heights 6625","Toll Brothers","","685 Alder Wy, Montebello, CA, 90640, US","Public","Not Deleted","2023-09-06","768","552","300"
"Pennsylvania Design Studio","https://my.matterport.com/models/BsepU9LnGLP","Design Studios","","Toll Brothers","","1144 Virginia Dr, Fort Washington, PA, 19034, US","Public","Not Deleted","2023-08-31","1832","1484","495"
"24165 W Corte Ala HS 7","https://my.matterport.com/models/bsMqaqKyU8B","To be edited","","Aerial Canvas","","24165 W Corte Ala HS 7, Santa Clarita, CA, 91390, US","Public","Not Deleted","2024-09-18","1","1","1"
"Alinbill Fairview","https://my.matterport.com/models/btDDbAzte32","Model Homes","Alinbill 7AA, Enclave at Denville 6708","Toll Brothers","","17 Swenson St, Denville, NJ, 07834, US","Public","Not Deleted","2023-06-07","10861","6265","3847"
"Turner High Plains Matterport","https://my.matterport.com/models/bTMm9V67GTk","QMI - Unstaged Homes","Turner 4CM, Pomona - Select Collection 7250","Toll Brothers","","4635 Arbor Hollow Dr, Manvel, TX, 77578, US","Public","Not Deleted","2024-03-05","1439","844","612"
"Turino Coastal Contemporary 24","https://my.matterport.com/models/buLyQyeHpnh","QMI - Unstaged Homes","Turino 7FU, Verona Estates 7185","Toll Brothers","","20507 Edgewood Court, Los Angeles, CA, 91311, US","Public","Not Deleted","2024-07-18","20","8","6"
"Rubicon","https://my.matterport.com/models/BuPbWmsinLT","Model Homes","Rubicon 7WH, Regency at Tracy Lakes - Calero Collection 7997","Toll Brothers","","1617 Aloha Ct, Tracy, CA, 95377, US","Public","Not Deleted","2024-03-08","2271","1440","893"
"Dorado Craftsman","https://my.matterport.com/models/BVbXi9y1F8P","QMI - Staged Homes","Dorado 76Y, Regency at Ten Trails - Horizon 7823","Toll Brothers","","33424 Liberty Ave SE, Black Diamond, WA, 98010, US","Public","Not Deleted","2023-08-22","3202","1853","1245"
"Falcon Modern Farmhouse Valencia Collection","https://my.matterport.com/models/bWQbNRKCc1f","Model Homes","","","","1574 Pinecliff Dr, Apopka, FL, 32703, US","Public","Not Deleted","2024-05-14","2","2","2"
"Ashfield Plan | Homesite 5","https://my.matterport.com/models/bXXu2g6RG6d","QMI - Unstaged Homes","Ashfield 5GW, Victoria Station at Metro West 7198","Toll Brothers","","44862 S Grimmer Blvd, Fremont, CA, 94538, US","Public","Not Deleted","2023-08-16","12","10","9"
"Fredrick Elite","https://my.matterport.com/models/bZRHCG3D7pr","Model Homes","Fredrick Elite 85C, Haven Oaks 7395","Toll Brothers","","52 Overleaf Ln, Orlando, FL, 32839, US","Public","Not Deleted","2023-10-17","5913","3802","2514"
"Mallard Low Country Model Home","https://my.matterport.com/models/c4CmTfg7XRQ","Model Homes","Mallard 7V0, The Pines at Sugar Creek - Journey 7718 ","Toll Brothers","","1210 Pinecone Avenue, Indian Land, SC, 29709, US","Public","Not Deleted","2024-07-02","2387","1688","1236"
"Kilgore 3D Walkthrough","https://my.matterport.com/models/C515UuHj6CV","QMI - Unstaged Homes","Kilgore 6U7, Light Farms - Select 7401","Toll Brothers","","4413 Fall Mdw Dr, Prosper, TX, 75078, US","Public","Not Deleted","2023-07-13","1899","1314","982"
"Triton","https://my.matterport.com/models/C6HnCSWmdT4","Model Homes","Triton 7WQ, Regency at Tracy Lakes - Pinecrest 7999","Toll Brothers","","1602 Aloha Court, Tracy, CA, 95377, US","Public","Not Deleted","2024-03-08","3101","1978","1398"
"Olivia Cascade 211","https://my.matterport.com/models/C7yN1iitPUc","QMI - Staged Homes","Olivia 6B3, Carriage Hill West - Garden 7217","Toll Brothers","","12643 South Farrara Way, Nampa, ID, 83686, US","Public","Not Deleted","2024-07-08","231","137","93"
"Cicely Cascade 145","https://my.matterport.com/models/c9FjWfjw3mr","QMI - Unstaged Homes","Cicely 7D7, Meadows at West Highlands - Juniper 7366","Toll Brothers","","2040 West Gelding Street, Middleton, ID, 83644, US","Public","Not Deleted","2024-07-08","231","159","71"
"Lochsa Prairie 9","https://my.matterport.com/models/C9owvHaTTdy","QMI - Staged Homes","Lochsa 91G, Pradera Brookside 8163","Toll Brothers","","314 Orrison Street, Caldwell, ID, 83607, US","Public","Not Deleted","2025-01-16","3","3","2"
"Tillamook with Basement Contemporary Homesite 33","https://my.matterport.com/models/caZeRDC11SV","QMI - Staged Homes","Tillamook w Base 6VB, Hosford Farms - Vista 7584","Toll Brothers","","15675 NW Ridgeline St, Portland, OR, 97229, US","Public","Not Deleted","2023-11-09","37","26","26"
"Ronan Hill Country Home Design","https://my.matterport.com/models/CBbuju9qTuJ","Model Homes","Ronan 8XB, Nolte Farms 80605","Toll Brothers","","916 Nolte Bend, Seguin, TX, 78155, US","Public","Not Deleted","2024-09-18","550","450","322"
"Olivia Cascade","https://my.matterport.com/models/Ce4DdcZvQLJ","QMI - Unstaged Homes","Olivia 6B3, Carriage Hill West - Garden 7217","Toll Brothers","","11581 West San Remo Drive, Nampa, ID, 83686, US","Public","Not Deleted","2024-10-28","184","107","91"
"Martis","https://my.matterport.com/models/CfuGi4akZJ9","Model Homes","Martis 7WS, Regency at Tracy Lakes - Laguna 8000","Toll Brothers","","1666 Aloha Court, Tracy, CA, 95377, US","Public","Not Deleted","2024-03-09","2779","1721","1243"
"Barnsley Elite Home Design","https://my.matterport.com/models/cfYT6SbSXaZ","Model Homes","Barnsley Elite 7UF, Vista Ridge- Meadows Colletion7886","Toll Brothers","","210 Mooney Rd, Woodstock, GA, 30188, US","Public","Not Deleted","2024-09-12","2158","1544","1006"
"Forest Modern Farmhouse 41","https://my.matterport.com/models/cj8JSLzRC5P","QMI - Unstaged Homes","Forest 8SU, Toll Brothers at Collina Vista Willow 7709","Toll Brothers","","3311 North Winecup Avenue, Star, ID, 83669, US","Public","Not Deleted","2024-11-15","53","44","35"
"Lorimer Modern Farmhouse","https://my.matterport.com/models/cjjXyD5dJ8X","Model Homes","Lorimer 7AF, Riverstone Crossing 8220","Toll Brothers","","202 Polaris Drive, Spring City, PA, 19475, US","Public","Not Deleted","2025-01-11","508","430","322"
"Bellview Coastal ","https://my.matterport.com/models/cKZvnAZaoM1","Model Homes","Bellview 8RB, Breakwater at Ward Creek 8507","Toll Brothers","","228 Breakwater Blvd, Panama City Beach, FL, 32413, US","Public","Not Deleted","2024-10-04","1572","966","678"
"St. George, UT Design Studio","https://my.matterport.com/models/CMkuj7BNPkm","Design Studios","Regency at Desert Color","Toll Brothers","","5637 Agave Peak Ln, St. George, UT, 84790, US","Not Public","Not Deleted","2023-08-10","75","61","19"
"Crestwick Elite","https://my.matterport.com/models/CmNJGgmne6R","Model Homes","Crestwick Elite 8KK, Regency at Olde Towne - Discovery 8022","Toll Brothers","","5104 Raleigh View Rd, Raleigh, NC, 27610, US","Public","Not Deleted","2024-02-23","2397","1539","1175"
"Siena","https://my.matterport.com/models/cmnve7PH1Ru","Model Homes","Siena 7FT, Verona Estates 7185","Toll Brothers","","20508 Edgewood Ct, Chatsworth, CA, 91311, US","Public","Not Deleted","2024-01-26","8213","5481","3319"
"Maguire California Craftsman","https://my.matterport.com/models/CMvKeB1cjVY","QMI - Unstaged Homes","Maguire 6TA, Toll Brothers at Collina Vista - Woodland 7709","Toll Brothers","","3458 N Winecup Pl, Star, ID, 83669, US","Public","Not Deleted","2023-08-24","178","110","71"
"3341 Tabor Ln","https://my.matterport.com/models/CN6Dzynyu84","To be edited","","","","3341 Tabor Ln, Fort Mill, SC, 29707, US","Public","Not Deleted","2024-05-30","173","149","68"
"The Towns at 100 West - Home Site 3508","https://my.matterport.com/models/CnedkZKPy6B","QMI - Unstaged Homes","Towns 1 6K6, The Towns at 100 West 7523","Toll Brothers","","1242 W Bushell St, Anaheim, CA, 92805, US","Public","Not Deleted","2023-07-27","328","220","162"
"Seascape Elite – Contemporary Craftsman","https://my.matterport.com/models/cNm4UEHtEWU","QMI - Unstaged Homes","Seascape Elite-,6W7 Westridge at Metro Heights-6625","Toll Brothers","","685 Alder Wy, Montebello, CA, 90640, US","Public","Not Deleted","2023-07-14","1296","844","461"
"Lyon 3","https://my.matterport.com/models/CouoC3fxn3K","Model Homes","Lyon 3 90G, 717 Lyon 9077","Toll Brothers","","717 S Lyon St, HS 202, Santa Ana, CA, 92705, US","Public","Not Deleted","2025-01-16","657","537","385"
"Hartshorne Premier Huntingdon","https://my.matterport.com/models/cP9y5e1LdDX","Model Homes","Hartshorne Premier 77G, Middletown Walk 6705","Toll Brothers","","100 Augustus Dr, Middletown Township, NJ, 07748, US","Public","Not Deleted","2024-01-03","7769","5050","3054"
"Blaire California Craftsman 67","https://my.matterport.com/models/cqfXFB83Rxu","QMI - Unstaged Homes","Blaire 6B4, Silver Star - Garden 7645","Toll Brothers","","4680 E Fortuna Dr, Nampa, ID, 83687, US","Public","Not Deleted","2024-02-29","72","47","30"
"Samuel","https://my.matterport.com/models/cqz6QzQe7Fp","Model Homes","Samuel 8J2, Coral Ridge at Seabrook 8715","Toll Brothers","","70 Sabal Creek Trail, Ponte Vedra, FL, 32081, US","Public","Not Deleted","2023-12-05","2835","1653","1102"
"E1X Model Home","https://my.matterport.com/models/crL5M5Ufskm","Model Homes","E1X 83M, Everly at Civita 8182","Toll Brothers","","2747 Everly Way, San Diego, CA, 92108, US","Public","Not Deleted","2024-08-01","1152","623","480"
"Collins Contemporary Craftsman 119","https://my.matterport.com/models/cs3ebAhQhKN","QMI - Unstaged Homes","Collins 3W1, Meadows at West Highlands - Juniper 7366","Toll Brothers","","2145 North Gelding Court, Middleton, ID, 83644, US","Public","Not Deleted","2024-08-11","174","108","84"
"The Lofts at 15th - Highlands","https://my.matterport.com/models/csiQTsMoDkc","QMI - Staged Homes","Highlands 5NV, The Lofts at 15th 6824","Toll Brothers","","15538 NE 15th Pl # 301, Bellevue, WA, 98007, US","Public","Not Deleted","2023-05-03","1592","1204","881"
"Osman Farmhouse","https://my.matterport.com/models/cuR9h3eDkcL","Model Homes","Osman 8G0, Toll Brothers at Sayebrook 8432","Toll Brothers","","1139 Milford Way, Myrtle Beach, SC, 29588, US","Public","Not Deleted","2024-04-23","508","415","347"
"Snowhill Modern Farmhouse Model Home","https://my.matterport.com/models/Cv7BrqRfwfv","Model Homes","Snowhill 7T8, Magnolia at Harris Ranch 8223","Toll Brothers","","410 La Tray Court, Sparks, NV, 89441, US","Public","Not Deleted","2024-05-01","6154","3887","2700"
"Lauren California Craftsman 109","https://my.matterport.com/models/cvoHazfKZ9c","QMI - Unstaged Homes","Lauren 6B2, The Oaks North - Garden 7219","Toll Brothers","","5485 W Daphne Dr, Meridian, ID, 83646, US","Public","Not Deleted","2024-02-27","28","16","15"
"Collins Cascade 48","https://my.matterport.com/models/CZoYon28xKr","QMI - Unstaged Homes","Collins 3W1, Silver Star - Garden 7645","Toll Brothers","","4681 E Fortuna Dr, Nampa, ID, 83687, US","Public","Not Deleted","2024-01-08","223","137","88"
"Hemsworth Lexington","https://my.matterport.com/models/CzzL497QpR8","Model Homes","Hemsworth 8PN, Regency at Auburn Station 7882","Toll Brothers","","1404 Rearden Drive, Raleigh, NC, 27610, US","Public","Not Deleted","2024-12-16","348","284","252"
"Charles Prairie 23","https://my.matterport.com/models/d5BikEjN7vC","QMI - Staged Homes","Charles 7QS, Regency at Milestone Ranch Briar 7833","Toll Brothers","","2319 North Oakman Avenue, Star, ID, 83669, US","Public","Not Deleted","2025-01-17","203","144","122"
"Elliot Cascade 196","https://my.matterport.com/models/d873F9isZVE","QMI - Unstaged Homes","Elliot 3W2, Carriage Hill West Garden 7217","Toll Brothers","","11569 West San Remo Drive, Nampa, ID, 83686, US","Public","Not Deleted","2025-01-07","236","191","121"
"C3 802","https://my.matterport.com/models/D8bRe2FhyzL","QMI - Unstaged Homes","C3 8BK, Mira Vista 8633","Toll Brothers","","4567 Misty Pl, San Diego, CA, 92117, US","Public","Not Deleted","2024-12-11","46","33","28"
"Belmore 3D Matterport","https://my.matterport.com/models/Db924GYA2Xe","Model Homes","Belmore 6D6, Dunham Pointe - Select Collection 7951","Toll Brothers","","20419 Via Casa Laura Dr, Cypress, TX, 77433, US","Public","Not Deleted","2024-01-17","14152","8190","5454"
"Pecos High Plains Home Design","https://my.matterport.com/models/dBqZrKignQy","Model Homes","Pecos 8ZB, Headwaters - Preserve 8873","Toll Brothers","","213 Hazy Hills Loop, Dripping Springs, TX, 78620, US","Public","Not Deleted","2024-10-02","474","374","283"
"Ashton Model Home","https://my.matterport.com/models/DbYBfE6NwSn","Model Homes","Ashton-59T, Toll Brothers at Lakeview Estates-8436","Toll Brothers","","4537 N Solstice Dr, Lehi, UT, 84043, US","Public","Not Deleted","2023-07-17","13393","7693","5429"
"The Rockwell - Amenities Tour (Lower Level)","https://my.matterport.com/models/DCNCjnX55Dt","The Rockwell","The Rockwell 8716","Toll Brothers City Living","","218 W 103rd Street, Lower Level, New York, NY, 10025, US","Public","Not Deleted","2024-08-22","64","63","54"
"Cecil Prairie 29","https://my.matterport.com/models/DcXMXKRnTys","QMI - Staged Homes","Cecil 7QR, Regency at Milestone Ranch - Briar 7833","Toll Brothers","","8681 W Pickett Crk St, Star, ID, 83669, US","Public","Not Deleted","2024-05-22","877","389","298"
